Artista,Cancion,Lyrics,Etiqueta,Expresion
arcangel,La Amenaza Lirical,"

Hey yo! Aja oye castro yo se ya es tiempo que tu les enseñe a esta gente de lo q tu estas echo, lo que tu as sufrido papi, lo real de tupersona, entiende!!

Ustedes saben donde estan parados
Y me miran por encima del hombro
Como si son mejor q yo
Mire señor yo no necesito coger pon
Con ninguno de ustedes yo si que le meto cabron
Por supuesto, yo se que me van a pichar
No me quieren promocionar
Porque los puedo apagar, no es mas que hablar
Que tu quieres que me pare
Siempre eh sido una amenaza y ustedes los saben
Que pasen la llave, directo al grano yo no hablo en clave
Pa' ti no hay pon en mi carro no cabe
Estan en un viaje y sus caretas les desenmascaro
Castro los mata y no es nada raro

Yo soy una amenaza lirical
Con un talento fenomenal
Mas alla de lo real
Con mi estilo los pongo a mamar
Yo soy una amenaza lirical
Con un talento fenomenal
Mas alla de lo real…dudo que me puedan parar

Heeyyy…dudo que me puedan parar
Yo se que a ti no te pueden parar

Y si ellos tienen flow
yo tengo mucho mas que flow
El estilo que tu tienes lo mejoro yo
No me puedes superar a mi
No te puedes parecer a mi

(Blap Blap Blap Blap Blap Blap Blap)
Van a mamar cuando tire acapella o con el beat
(Blap Blap Blap Blap Blap Blap Blap)
El estilo que tu quiera te lo voy a partir
(Blap Blap Blap Blap Blap Blap Blap)
Van a mamar cuando tire acapella o con el beat
(Blap Blap Blap Blap Blap Blap Blap)
El estilo que tu quiera te lo voy a partir

Mi nombre es arcangel, acompañado de mi cantante favorito Randy, mi hermanito Castro, y mi compai’ Rey-O

Oh no, yo se…que puedo lograr mi sueño…yo se que me puedo rankiar

Que no se peguen q esto no es guaracha
Hace falta insecticida pa’ las cucarachas
En este juego hay mucha gente hipócrita
Mucha gente que juega con los sueños de uno
Estan cabron, en verdad que estan pasaos’
Van a ver como el nene a millon les pasa por lao’
Olvidate de aquello, los mato soleao’
Con Randy, con Castro y con Rey-O
Yo creci entre gente maliciosa
En una jungla de concreto con atmosfera viciosa (callejón)
De alguno tiene que sostenerse
Porque pa progresar otros tienen que joderse
Yo eh vivido lo bueno y lo malo
Cuantas veces yo no eh sido traicionado
Cuantas veces yo no eh sido jusgado
Oyeme Rey-O dime lo que a ti te a molestado

No podran pararme
Antes tienen que matarme
Oye el flow y nota que es mejor de no intentarlo
Pierdan el tiempo que este año pa' lo mio salgo
Y te pico el cuello si mas que tu no sobresalgo
Sin embargo, la envidia se persigue
Si me quiero rankiar siempre lo malo me sigue
(Son tantos años aguantando y no va ser en vano)
Sigan pichando que les tengo el juego ganao’

",0,
polimawestcoast,CNECC,"

Chica' nueva' en cada ciudad
¿Cuál era tu precio en verdad?
Coger avione' pa' mí e' normal
Movimiento' financieros habitual, yeh, yeh

Yo no firmo ni un deal
Ello' quieren de mí, no 'tuvieron de inicio, yeh
Corro por el money
Lo gasto con mis G', porque son mis principio'

Yo no firmo ni un deal
Ello' quieren de mí, pero no estuvo ahí, joseando junto a mí
Pero tengo mi skill, todo me luce kill
Yo tengo más de una bitch, tengo mi sex appeal
Cambia tu alma por el money, todo acaba en un check
Soy muy joven pa' ser jefe, pero nacimo' flex
Estoy llenando mi bolsillo como lo imaginé
Es todo igual a ese sueño que tuve en mi niñe', yeah

¿Quieren que firme? Tienen que pagarme (Yeah, yeah)
No escucho los chisme', ¿van a amenazarme? (Yeah)
Tendré que lucirme, y para bajarme tienen que echarle (Yeah, yeah)
Me puse pa'l business
Mi mami me dijo: Normal que te canse' (Yeah, yeah)
Normal que te canse' (Yeah, yeah)
Tú sigue el camino y toma la chance (Yeah, yeah, yeah)
Tú sigue subiendo a la cima y que nadie te alcance(Yeah)
Cuida de tu vida por siempre y ten un balance
Tu sueño siempre va primero, ese es tu romance
Ya no creo en las ratche', yeah

",1,"Yo tengo más de una bitch, tengo mi sex appeal"
arcangel,Capos y Bichotes,"

El mejicano me llamó, que la vuelta coronó
Que hay que sacarlos de dónde están
Claro que sí, cómo no...

Llegaron los kilos dentro del bote
Llamate al corillo, pa' que los bajen
Que nosotros somos capos y bichotes
Me falla y pago, pa' que te trabajen

Llegaron los capos mami, dos millones en el maletín
Vestido de negro y rojo, como una Retro Satin
Coronamos to'a las vuela, burlao encima de un patín
No confiamos, ni en las puta y matamos a San Valentín

Bori, azul y blanco como los Clippers
El domi los envía y me los baja la stripper
Clava'o en un almacén, con seguro y beeper
Ustedes están bajando, pero bajando zipper

Los quesos como Borden, estamos esperando que desaborden
Nadie se ponga raro, porque formamos un desorden
El jefe dice, Arca está to' en orden
Porque de lo contrario matarte, es la orden

Llegaron los kilos y yo dentro del bote
Que los baje el corrillo y suban los culotes
A toa..., que las suban a todas

Las naves cruzan mares, con los míos flow crucero
Kilos de kilogramos, ya logramos mi parcero
Metieron el pie, pero no pudieron cerrarme la puerta
Que Dios abre, porque yo hice un pacto con el cielo

Hey Bro, todo va viento en popa
No corremos con el miedo, yo ando mi tropa
Ésto es fuego a quema ropa
Aquí, se le dan tres tazas, al que no come sopa

",1,"No confiamos, ni en las puta y matamos a San Valentín

Llegaron los kilos y yo dentro del bote
Que los baje el corrillo y suban los culotes
A toa..., que las suban a todas
"
carlosvives,El Playonero,"

Yo salí, 
yo salí de los playones
yo salí de los playones
que hay a orillas del río Cesar

Yo soy el que sé enlazar, hombe a los novillos 
hombe, a los novillos cimarrones

Que salen de la montaña
a dormir a los playones
y se van de madrugada
por que el tigre se los come

Me llaman, 
me llaman el vallenato
me llaman el vallenato
en Codas si tengo renombre

Yo soy un Panisto Castro, hombe caporal, 
hombe caporal de los playones
por que cuando tiro e' lazo
ningún toro se me esconde

Yo tengo, 
yo tengo una fama buena
yo tengo una fama buena
extendida en todo el playón

Porque conozco en la huella, hombe sí el novillo
hombe si el novillo cimarrón 

Cuando sale e' la montaña
a dormir en el playón 

Yo dejé, yo dejé una playonera
yo dejé una playonera
ay! llorándome en el playón

Pero me traje su huella, ay hombe, pintada, 
hombe, pintada, en el corazón

Lo mismo que la del toro
cuando pisa en el playón
deja la huella en el lodo
en forma de corazón
",0,
polimawestcoast,FORTUNA,"

Estoy haciendo una fortuna de la Tierra hasta la Luna
Y en la cima un castillo, oh-oh (Oh-oh)
Pero toda esta fortuna no reemplaza tu figura
Ni la forma en que me entregas amor

Dame un beso, dame dos y te llevo a Gucci store
Nunca se acaba el stock, oh-oh (Oh-oh)
Y la police seteando
Pero no están llegando a la cima donde estemos los dos
Dame un beso, dame dos y te llevo a Gucci store
Nunca se acaba el stock, oh-oh (Oh-oh)
Y la police seteando
Pero no están llegando a la cima donde estemos los dos

Te compro lo que tú quieras
Pero esa no es la manera de rellenar tu cartera no, no
Ya no vale si es material
Si lo pienso es cosa seria, pero no es pa' que te hiera, no (No es pa' que te hiera, no)
Y nos vamos to' tranquilo, to' bacan
De na' te tienes que preocupar
Lejos donde no exista el bla-bla-bla-bla
Tengo pa' darte amor de verdad (Eh, eh, eh, eh)

A la cima donde estemos los dos

",0,
anagabriel,Voy Por T,"

Voy, voy, voy, por ti 
voy, voy, voy, por ti 
voy, voy, voy, por ti 

Sé que te gusta descubrir mi ser 
y que tus labios se mueren por besar mi piel 
has intentado atar mi corazón 
sin darte cuenta que el tuyo ya lo tengo yo 

Tu sonrisa es exitante 
cuando estas cerca de mi 
no me dejas ocultarte 
lo que siento 

Y me estudias las miradas 
esperando comprender 
como puedo ser amada 
cien por ciento 

Sé que tus sueños aparesco yo 
como la fuerza que impulsa tu respiración 
pero me gusta hacerme del rogar 
aunque mi boca muy pronto vas a conquistar 

Ya se que juego contra tu razón 
pero no puedes huir porque gane tu amor 
Te he preparado una sorpresa mas 
se llama beso y con eso tienes que estallar 

No sabes cual es la clave 
de sentir tal atracción 
que yo guardo con la llave de mi cuerpo 

Ahora que ya estas a punto 
me tienes que cautivar 
quedará mi sueno oculto
descubierto 

Sé que te gusta descubrir mi ser 
y que tus labios se mueren por besar mi piel 
no te esperabas verme sonreir 
pero aunque tu no lo sabes quiero ir por ti 
",0,
badbunny,Ignorantes,"

Bebé
Bebé este es Sech
Bad Bunny, baby

Quizá fui muy ignorante
Hay cosas que no sabemos
Quizá no puse de mi parte (No)
Pero tú pusiste menos
La soledad no me asusta
Pero dormir solo no me gusta

Y no sé por qué no' dejamo'
Si tú me amas y yo te amo
Normal, yo sé que a veces peleamo'
Pero qué rico cuando chingamo'

Ice
Mami, si quiere' no' quedamo' como panas
Entre tu' mala' decisione' yo no fui una mala
Vuelve si a la felicidad le tiene' gana'
Ello' son el cabello negro y yo soy la cana
Es que tú no cambia'
Te quita' el pantie y te pone' mi sweater Champion
Siempre que está' borracha tú me llamas
Y pasa' la' notas en mi cama

No (Baby)
No debí acostarme contigo, pero no
Si te atraparon moléstate, pero no
No digas que no te gusto

Baby, te extraño to' lo' día'
Nunca supe que te perdía
Yo la enrolaba, tú lo prendía'
Y el otro despué' que te venía'
Ahora la cama se me hace gigante
Nadie me da besito' pa' que me levante
Espero que el perrito los jevos te espante
Eh, eh, eh

No sé si fue la distancia
O tal vez culpa de mi ignorancia
No sé si fue por mi inmadurez
Que mi nena no quiere volver, eh
Quizá necesitaba' espacio, eh
O ir más despacio, eh
Hoy prendí pa' fumar
Me puse a recordar y pensar

",0,
cafetacuba,Medioda,"

Jala una silla, siéntate a un lado aquí

mira las plantas
como reaniman la vista
alrededor

Jala una silla, siéntate a un lado aquí
donde pega el sol
mira las plantas
como reaniman la vista alrededor
Parece mentira
los pájaros vuelan hasta mi balcón

Mira los niños
juegan con globos de cualquier color
mira la gente
compra helados de cualquier sabor
Parece mentira
que haya tanta vida
en este lugar
¡que felicidad!

parece mentira
que entre tanta gente
en esta ciudad no tenga a nadie
con quien compartir
la vista desde mi casa
este sábado 
al mediodía
",0,
juangabriel,Santo Nio,"

A la orilla de una playa
Tú me diste el corazón
Que lo llevo a donde vaya
Porqué tiene una razón

Que es un lindo y buen recuerdo
De aquél sueño que yo tuve
Y por culpa del destino
Realizarlo, yo no pude

Santa Mónica, es la playa
Donde me dejo pensando
No me llama ni me escribe
Será que me esta olvidando

Santo niñito
Mírale, guíale, cuídale
Porque le quiero
Santo niñito
Dile que cuando se canse
De su andar aquí le espero

Hace más de siete meses
Que se fue ya no ha venido
Me parece que fue un sueño
El haberle conocido

Dicen que pa’ Zacatecas
Ya se fue pero otros cuentan
Que anda allá por san francisco
Que de vez en vez le encuentran

Ya me estoy volviendo loco
De tanto y tanto buscarle
Yo quizás le importe poco
Pero yo quiero mirarle

Ese corazón de piedra
Ayer lo lleve a la playa
No me trajo buena suerte
Ahora a ver, quien diantre lo haya
",0,
anagabriel,Pienso En Ti,"

Mira, mis ojos no dejan de llorar 
piensan que lo nuestro, no puede terminar 
podemos remediarlo, 
podemos intentarlo una vez más 

Pienso en ti 
y me pongo a llorar 
pienso en ti 
se que voy a extrañar 
tus errores, tus caricias 
y tu especial forma de amar 

Pienso en ti, 
no puedo soportar, 
pienso en ti, te quieres alejar 
y que empañes ilusiones 
de alguien que te quiere amar 

No sé si puedo soportar 
el estar lejos de ti 
es amor, no es costumbre 
querer tenerte junto a mi. 

Podemos remediarlo, 
podemos intentarlo una vez más 
",0,
alejandrosanz,No Madura El Coco,"

Yo te quiero dar la razón
Y te debo dar la razón
De la fuente que se bebe
Es por la fuente que se muere

Que tu tierra esta en tu piel
Por ella suspiras lo que te duele
Y me miras a los ojos y me dicen ven
Y me dicen ven

Y va mas halla, de las banderas tu
Ya vives dentro de mi ser
Y me queda bien y me quede bien
Ya no quiero de ti nada malo ser

Yo no te extraigo tu caritie
Tengo un suspiro para que me invites
Quiero decir o no decir
Déjame decirle que yo voy así
No te quiero dar mi emoción
Ni te debo dar mi emoción

Ya estás fuera
Se escucha la mente del arpa llanera
Grito, que me estáis haciendo cafetera
La herida en tu corazón, no se cierra
Mira no me calles, si no callas tu

Basta ya, no quiero estar en medio
Pero es tarde ya, en el caribe hay miedo
Va sangrar el carei, en el caribe hay miedo y nieve
Te han robado tu calor

Basta ya, no quiero estar en medio
Pero vi llorar, a las palmeras entre el hielo
Va sangrar el maguey, en el caribe hay miedo y nieve
Y no madura el coco

Yo te quiero dar mi calor
Y te debo dar mi calor
Y me miras a los ojos
Y me dices ven y me dices ven

Tu eres fuente todos beben
Tienen sed de que te seques
No quiero herir y no quiero herir
Pero no quiero herirte ya de mi no ser

Puerta vieja
Abre una ventanita a la conciencia
No quiero herirte, yo no quiero herirte
Que no que nadie te asecha

Y es la tierra
No quiero herirte, yo no quiero herirte
La herida en tu corazón no se cierra
Mira no me calles, si no calla tu
Te esta esperando yo lo se

Va a sangrar el carei
En el caribe hay miedo y nieve
Ven dame tu corazón para mi
Tierra bonita

Y cántame este joropo
Hasta que madure el coco
Que el mundo lo necesita
Y por ti me vuelvo loco
",0,
sodastereo,Crema De Estrellas,"

Lo que irradia esta noche es especial 
Sobre el lago resplandece 
esperaba una tenue aparición 
nebulosa como siempre.

E imaginé, su rostro vívido 
Cuando está oscuro todo empieza a verse más claro 
en mi constelación 

Recordé su gustos, conversación astral 
las canciones que oíamos 
su cuerpo lunar, refugio celestial 
y el PH de su saliva.

Y me perdí, en la inmensa quietud
Una crema de estrellas parece cubrirlo todo 
en mi constelación.

Recordé su gustos, conversación astral 
las canciones que oíamos
Y subí,
y subí.
",0,
cafetacuba,Cometer Suicidio,"

La nostalgia me ha invadido tantas veces
que ya tengo miedo de hacerme daño,
intenté la combustión con colonia Samborn's
y traté de ahogarme en el excusado.

Me he tirado ya tres o cuatro veces
de un acantilado y de un edificio,
que no ves que quiero que me salves
antes de que logre cometer suicidio.

Y me compré un escuter para tirarme al mar,
pero es que el mar está muy lejos,
y me he metido cuarenta nembutales ya
y sólo tengo este pinche viaje.

La nostalgia me ha invadido
que no ves que quiero que me salves
antes de que logre cometer suicidio
",0,
antonioaguilar,Tampico Hermoso,"

Tampico hermoso puerto tropical
Tú eres la dicha de todo mi país
Si por doquiera de ti me he de acordar
Por tu tesoro al pobre haces feliz

Son tus campiñas petroleras un primor
Miles de obreros ahí encuentran protección
Con las riquezas que tienes en rededor
Eres orgullo de todita la nación

Mata Redonda Chinampa y Amatlán
O Zacamixtle Potrero y Cerró Azul
Están rodeados de pozos sin contar
Siendo un conjunto de gran excelsitud

Todo el tesoro petrolero del país
Se está situado en tierra de Veracruz
Pues desde Tuxpan hasta Pánuco también
Miles de antorchas petroleras dan su luz

Cómo en un sueño por medio de esta rima
Al gran Tampico lo voy a dibujar
Desde Altamira El Águila y Cecilia
Hasta Árbol Grande La Unión y Miramar

Adiós la Aduana con el Muelle y la Estación
Mi vieja fuente del antiguo Tamesí
Adiós la milpa de ese Barrio de la Unión
Dónde las horas me pasaba tan feliz

Adiós colonia del Águila y la Barra
Plaza alegre y Parque Nacional
Dónde las horas felices me pase
Bellos recuerdos Qué nunca olvidaré

Ya me despido de este puerto sin igual
Solo Dios sabe si algún día yo volveré
Y de Tampico por siempre me he de acordar
Y mientras viva mis recuerdos le enviaré
",0,
antonioaguilar,Persecucion De Villa,"

En nuestro mexico febrero 23
Dejo carranza pasar americanos
Diez mil soldados
Seicientos hay airoplanos
Buscando a villa por todo el pais

Comenzaron a hechar expediciones
Los airoplanos comenzaron a volar
Por distintas y varias direcciones
Buscando a villa
Queriendolo matar

Los soldados que vinieron desde texas
A pancho villa no podian encontrar
Muy fatigados de 20 horas de camino
Los pobres hombres se querian regresar
Los de a caballo no se podian sentar
Y los de a pie no podian caminar
Entonces villa les pasa en su airoplano
Y desde arriba les dijo good bye

Comenzaron a lanzar los airoplanos
Entonces villa un gran plan les formo
Se vistio de soldado americano
Y a sus tropas tambien las transformo
",0,
